country,city,aqi_value,aqi_category,co_aqi,co_category,ozone_aqi,ozone_category,no2_aqi,no2_category,pm25_aqi,pm25_category
Italy,Atri,57.00,Moderate,1.00,Good,40.00,Good,3.00,Good,57.00,Moderate
Ukraine,Avdiyivka,41.00,Good,1.00,Good,41.00,Good,3.00,Good,27.00,Good
Portugal,Avintes,37.00,Good,1.00,Good,16.00,Good,7.00,Good,37.00,Good
Malaysia,Ayer Keroh,59.00,Moderate,1.00,Good,34.00,Good,0.00,Good,59.00,Moderate
United Kingdom of Great Britain and Northern Ireland,Ayr,29.00,Good,1.00,Good,29.00,Good,2.00,Good,20.00,Good
Netherlands,Baarn,34.00,Good,0.00,Good,34.00,Good,1.00,Good,26.00,Good
Serbia,Backa Palanka,70.00,Moderate,1.00,Good,41.00,Good,0.00,Good,70.00,Moderate
Germany,Bad Langensalza,32.00,Good,0.00,Good,30.00,Good,1.00,Good,32.00,Good
Pakistan,Bahawalnagar,500.00,Hazardous,1.00,Good,38.00,Good,1.00,Good,466.00,Hazardous
South Africa,Balfour,380.00,Hazardous,31.00,Good,1.00,Good,26.00,Good,380.00,Hazardous
South Africa,Ballitoville,222.00,Very Unhealthy,12.00,Good,5.00,Good,14.00,Good,222.00,Very Unhealthy
Thailand,Ban Phai,52.00,Moderate,0.00,Good,28.00,Good,0.00,Good,52.00,Moderate
Malaysia,Bandar Penggaram,76.00,Moderate,1.00,Good,39.00,Good,0.00,Good,76.00,Moderate
Philippines,Bangued,27.00,Good,0.00,Good,23.00,Good,0.00,Good,27.00,Good
Slovakia,Banovce,59.00,Moderate,1.00,Good,26.00,Good,2.00,Good,59.00,Moderate
Germany,Bargteheide,38.00,Good,0.00,Good,28.00,Good,2.00,Good,38.00,Good
United States of America,Bartlesville,56.00,Moderate,1.00,Good,23.00,Good,6.00,Good,56.00,Moderate
Gambia,Basse,127.00,Unhealthy for Sensitive Groups,1.00,Good,18.00,Good,0.00,Good,127.00,Unhealthy for Sensitive Groups
Pakistan,Bat Khela,117.00,Unhealthy for Sensitive Groups,1.00,Good,117.00,Unhealthy for Sensitive Groups,1.00,Good,78.00,Moderate
Malaysia,Batu Gajah,92.00,Moderate,2.00,Good,57.00,Moderate,1.00,Good,92.00,Moderate
India,Bazpur,182.00,Unhealthy,5.00,Good,170.00,Unhealthy,5.00,Good,182.00,Unhealthy
Italy,Castel Goffredo,124.00,Unhealthy for Sensitive Groups,2.00,Good,32.00,Good,7.00,Good,124.00,Unhealthy for Sensitive Groups
Italy,Catanzaro,68.00,Moderate,2.00,Good,68.00,Moderate,6.00,Good,57.00,Moderate
Philippines,Catbalogan,68.00,Moderate,1.00,Good,26.00,Good,0.00,Good,68.00,Moderate
Ecuador,Cayambe,39.00,Good,1.00,Good,4.00,Good,2.00,Good,39.00,Good
Bosnia and Herzegovina,Cazin,50.00,Good,1.00,Good,33.00,Good,0.00,Good,50.00,Good
Italy,Cernusco Sul Naviglio,103.00,Unhealthy for Sensitive Groups,1.00,Good,33.00,Good,6.00,Good,103.00,Unhealthy for Sensitive Groups
Italy,Cesenatico,38.00,Good,1.00,Good,36.00,Good,5.00,Good,38.00,Good
Czechia,Ceske Budejovice,61.00,Moderate,1.00,Good,38.00,Good,1.00,Good,61.00,Moderate
Argentina,Chacabuco,17.00,Good,0.00,Good,17.00,Good,1.00,Good,17.00,Good
Peru,Chachapoyas,21.00,Good,0.00,Good,4.00,Good,0.00,Good,21.00,Good
France,Chalon Sur Saone,32.00,Good,1.00,Good,32.00,Good,1.00,Good,20.00,Good
China,Chaoyang,151.00,Unhealthy,3.00,Good,119.00,Unhealthy for Sensitive Groups,1.00,Good,151.00,Unhealthy
Viet Nam,Chau Doc,57.00,Moderate,1.00,Good,32.00,Good,0.00,Good,57.00,Moderate
Russian Federation,Cherepanovo,38.00,Good,1.00,Good,38.00,Good,0.00,Good,35.00,Good
Russian Federation,Cherkessk,49.00,Good,1.00,Good,40.00,Good,0.00,Good,49.00,Good
India,Chhabra,171.00,Unhealthy,1.00,Good,42.00,Good,0.00,Good,171.00,Unhealthy
India,Chilakalurupet,91.00,Moderate,1.00,Good,28.00,Good,1.00,Good,91.00,Moderate
Mexico,Chilpancingo,72.00,Moderate,2.00,Good,4.00,Good,5.00,Good,72.00,Moderate
India,Chipurupalle,153.00,Unhealthy,2.00,Good,22.00,Good,6.00,Good,153.00,Unhealthy
Poland,Chojnow,59.00,Moderate,1.00,Good,25.00,Good,2.00,Good,59.00,Moderate
India,Chotila,157.00,Unhealthy,0.00,Good,31.00,Good,1.00,Good,157.00,Unhealthy
United States of America,Cimarron Hills,73.00,Moderate,1.00,Good,32.00,Good,2.00,Good,73.00,Moderate
Brazil,Claudio,71.00,Moderate,2.00,Good,3.00,Good,6.00,Good,71.00,Moderate
Brazil,Clevelandia,17.00,Good,0.00,Good,17.00,Good,0.00,Good,11.00,Good
Brazil,Coari,46.00,Good,1.00,Good,2.00,Good,0.00,Good,46.00,Good
United Kingdom of Great Britain and Northern Ireland,Coatbridge,35.00,Good,1.00,Good,12.00,Good,9.00,Good,35.00,Good
Ireland,Cobh,24.00,Good,0.00,Good,24.00,Good,1.00,Good,16.00,Good
Brazil,Colatina,45.00,Good,1.00,Good,14.00,Good,2.00,Good,45.00,Good
Romania,Comanesti,61.00,Moderate,1.00,Good,40.00,Good,0.00,Good,61.00,Moderate
Dominican Republic,Comendador,65.00,Moderate,1.00,Good,12.00,Good,6.00,Good,65.00,Moderate
Italy,Como,112.00,Unhealthy for Sensitive Groups,1.00,Good,34.00,Good,4.00,Good,112.00,Unhealthy for Sensitive Groups
Brazil,Conde,19.00,Good,0.00,Good,19.00,Good,0.00,Good,11.00,Good
United Kingdom of Great Britain and Northern Ireland,Consett,31.00,Good,0.00,Good,31.00,Good,2.00,Good,22.00,Good
United States of America,Cooper City,152.00,Unhealthy,4.00,Good,4.00,Good,19.00,Good,152.00,Unhealthy
United States of America,Copperas Cove,31.00,Good,1.00,Good,21.00,Good,1.00,Good,31.00,Good
Brazil,Cornelio Procopio,37.00,Good,1.00,Good,12.00,Good,1.00,Good,37.00,Good
Argentina,Corrientes,13.00,Good,1.00,Good,12.00,Good,0.00,Good,13.00,Good
Mexico,Cotija,41.00,Good,1.00,Good,8.00,Good,3.00,Good,41.00,Good
Italy,Crevalcore,103.00,Unhealthy for Sensitive Groups,2.00,Good,28.00,Good,9.00,Good,103.00,Unhealthy for Sensitive Groups
Azerbaijan,Culfa,52.00,Moderate,1.00,Good,35.00,Good,0.00,Good,52.00,Moderate
Spain,Culleredo,30.00,Good,0.00,Good,30.00,Good,2.00,Good,13.00,Good
India,Cuncolim,73.00,Moderate,0.00,Good,25.00,Good,0.00,Good,73.00,Moderate
Brazil,Curvelo,42.00,Good,1.00,Good,2.00,Good,4.00,Good,42.00,Good
Germany,Cuxhaven,35.00,Good,0.00,Good,35.00,Good,0.00,Good,30.00,Good
United States of America,Cypress Lake,46.00,Good,1.00,Good,25.00,Good,5.00,Good,46.00,Good
Poland,Czestochowa,93.00,Moderate,1.00,Good,27.00,Good,4.00,Good,93.00,Moderate
Guinea,Dalaba,63.00,Moderate,2.00,Good,13.00,Good,0.00,Good,63.00,Moderate
Pakistan,Dalbandin,160.00,Unhealthy,0.00,Good,39.00,Good,0.00,Good,160.00,Unhealthy
France,Beaune,39.00,Good,1.00,Good,26.00,Good,1.00,Good,39.00,Good
United States of America,Bedford,56.00,Moderate,1.00,Good,18.00,Good,6.00,Good,56.00,Moderate
Ghana,Begoro,105.00,Unhealthy for Sensitive Groups,2.00,Good,13.00,Good,2.00,Good,105.00,Unhealthy for Sensitive Groups
China,Beipiao,93.00,Moderate,2.00,Good,90.00,Moderate,1.00,Good,93.00,Moderate
Brazil,Bela Cruz,45.00,Good,0.00,Good,22.00,Good,0.00,Good,45.00,Good
Bolivia (Plurinational State of),Bermejo,54.00,Moderate,1.00,Good,8.00,Good,1.00,Good,54.00,Moderate
Germany,Bernburg,36.00,Good,0.00,Good,29.00,Good,2.00,Good,36.00,Good
United States of America,Berwick,50.00,Good,1.00,Good,35.00,Good,5.00,Good,50.00,Good
India,Betma,153.00,Unhealthy,1.00,Good,34.00,Good,0.00,Good,153.00,Unhealthy
United States of America,Beverly,48.00,Good,1.00,Good,36.00,Good,5.00,Good,48.00,Good
Russian Federation,Bezhetsk,24.00,Good,0.00,Good,24.00,Good,0.00,Good,24.00,Good
Bangladesh,Bhairab Bazar,132.00,Unhealthy for Sensitive Groups,3.00,Good,44.00,Good,4.00,Good,132.00,Unhealthy for Sensitive Groups
Pakistan,Bhalwal,179.00,Unhealthy,3.00,Good,179.00,Unhealthy,2.00,Good,166.00,Unhealthy
India,Bhimavaram,124.00,Unhealthy for Sensitive Groups,1.00,Good,36.00,Good,1.00,Good,124.00,Unhealthy for Sensitive Groups
India,Bhinmal,202.00,Very Unhealthy,0.00,Good,34.00,Good,0.00,Good,202.00,Very Unhealthy
India,Bhiwandi,151.00,Unhealthy,1.00,Good,26.00,Good,1.00,Good,151.00,Unhealthy
Indonesia,Binjai,92.00,Moderate,2.00,Good,45.00,Good,0.00,Good,92.00,Moderate
Brazil,Baiao,39.00,Good,1.00,Good,5.00,Good,0.00,Good,39.00,Good
Russian Federation,Baksan,48.00,Good,1.00,Good,39.00,Good,1.00,Good,48.00,Good
Sudan,Bara,52.00,Moderate,2.00,Good,17.00,Good,0.00,Good,52.00,Moderate
Colombia,Baranoa,104.00,Unhealthy for Sensitive Groups,1.00,Good,16.00,Good,2.00,Good,104.00,Unhealthy for Sensitive Groups
Philippines,Baras,51.00,Moderate,1.00,Good,27.00,Good,1.00,Good,51.00,Moderate
Iran (Islamic Republic of),Bardsir,91.00,Moderate,1.00,Good,49.00,Good,0.00,Good,91.00,Moderate
India,Bari Sadri,167.00,Unhealthy,1.00,Good,32.00,Good,0.00,Good,167.00,Unhealthy
Thailand,Nong Bua,38.00,Good,0.00,Good,20.00,Good,0.00,Good,38.00,Good
Thailand,Nong Han,57.00,Moderate,0.00,Good,25.00,Good,0.00,Good,57.00,Moderate
Netherlands,Noordwijkerhout,41.00,Good,1.00,Good,27.00,Good,5.00,Good,41.00,Good
United States of America,North Andrews Gardens,78.00,Moderate,1.00,Good,11.00,Good,12.00,Good,78.00,Moderate
United States of America,Northbridge,47.00,Good,1.00,Good,46.00,Good,2.00,Good,47.00,Good
United Kingdom of Great Britain and Northern Ireland,Norwich,29.00,Good,0.00,Good,29.00,Good,3.00,Good,18.00,Good
Serbia,Novi Becej,60.00,Moderate,1.00,Good,34.00,Good,1.00,Good,60.00,Moderate
Netherlands,Nuenen,37.00,Good,1.00,Good,32.00,Good,3.00,Good,37.00,Good
Chile,Nueva Imperial,61.00,Moderate,2.00,Good,2.00,Good,9.00,Good,61.00,Moderate
Panama,Nuevo Arraijan,67.00,Moderate,2.00,Good,20.00,Good,5.00,Good,67.00,Moderate
Mexico,Nuevo Casas Grandes,46.00,Good,1.00,Good,17.00,Good,2.00,Good,46.00,Good
United States of America,Oak Lawn,79.00,Moderate,2.00,Good,13.00,Good,27.00,Good,79.00,Moderate
United States of America,Oakdale,53.00,Moderate,1.00,Good,24.00,Good,9.00,Good,53.00,Moderate
Ghana,Obuasi,81.00,Moderate,1.00,Good,18.00,Good,0.00,Good,81.00,Moderate
Japan,Odawara,39.00,Good,1.00,Good,38.00,Good,2.00,Good,39.00,Good
Germany,Oer Erkenschwick,34.00,Good,1.00,Good,34.00,Good,2.00,Good,27.00,Good
Republic of North Macedonia,Ohrid,42.00,Good,1.00,Good,41.00,Good,0.00,Good,42.00,Good
Japan,Okawa,41.00,Good,2.00,Good,36.00,Good,5.00,Good,41.00,Good
Poland,Olecko,47.00,Good,1.00,Good,36.00,Good,0.00,Good,47.00,Good
Germany,Olfen,32.00,Good,1.00,Good,27.00,Good,4.00,Good,32.00,Good
Brazil,Olindina,25.00,Good,0.00,Good,6.00,Good,1.00,Good,25.00,Good
Japan,Omagari,35.00,Good,1.00,Good,35.00,Good,0.00,Good,15.00,Good
Netherlands,Oostburg,36.00,Good,1.00,Good,26.00,Good,3.00,Good,36.00,Good
United States of America,Orem,73.00,Moderate,2.00,Good,26.00,Good,7.00,Good,73.00,Moderate
United States of America,Orinda,52.00,Moderate,1.00,Good,22.00,Good,11.00,Good,52.00,Moderate
Poland,Ostrzeszow,35.00,Good,1.00,Good,32.00,Good,1.00,Good,35.00,Good
Guatemala,Ostuncalco,94.00,Moderate,3.00,Good,9.00,Good,11.00,Good,94.00,Moderate
Congo,Ouesso,71.00,Moderate,3.00,Good,18.00,Good,0.00,Good,71.00,Moderate
Brazil,Ouro Preto,61.00,Moderate,2.00,Good,3.00,Good,5.00,Good,61.00,Moderate
Nigeria,Oyo,80.00,Moderate,2.00,Good,22.00,Good,1.00,Good,80.00,Moderate
Kyrgyzstan,Ozgon,101.00,Unhealthy for Sensitive Groups,1.00,Good,60.00,Moderate,0.00,Good,101.00,Unhealthy for Sensitive Groups
Italy,Pachino,48.00,Good,1.00,Good,45.00,Good,0.00,Good,48.00,Good
India,Padra,156.00,Unhealthy,1.00,Good,33.00,Good,0.00,Good,156.00,Unhealthy
Mauritius,Pailles,30.00,Good,0.00,Good,28.00,Good,0.00,Good,30.00,Good
France,Paita,27.00,Good,0.00,Good,27.00,Good,0.00,Good,10.00,Good
India,Palakkodu,57.00,Moderate,0.00,Good,30.00,Good,0.00,Good,57.00,Moderate
Philippines,Palo,55.00,Moderate,1.00,Good,20.00,Good,0.00,Good,55.00,Moderate
Indonesia,Pamekasan,54.00,Moderate,1.00,Good,35.00,Good,0.00,Good,54.00,Moderate
China,Panchiao,69.00,Moderate,1.00,Good,45.00,Good,4.00,Good,69.00,Moderate
China,Panshi,76.00,Moderate,3.00,Good,32.00,Good,2.00,Good,76.00,Moderate
China,Panzhihua,74.00,Moderate,3.00,Good,29.00,Good,2.00,Good,74.00,Moderate
Brazil,Paragominas,36.00,Good,1.00,Good,2.00,Good,0.00,Good,36.00,Good
Brazil,Paraguacu,51.00,Moderate,1.00,Good,7.00,Good,4.00,Good,51.00,Moderate
Peru,Paramonga,41.00,Good,1.00,Good,18.00,Good,1.00,Good,41.00,Good
United States of America,Parkville,56.00,Moderate,1.00,Good,44.00,Good,4.00,Good,56.00,Moderate
United States of America,Pasadena,58.00,Moderate,1.00,Good,43.00,Good,5.00,Good,58.00,Moderate
United States of America,Pataskala,45.00,Good,1.00,Good,32.00,Good,7.00,Good,45.00,Good
Kazakhstan,Pavlodar,50.00,Good,1.00,Good,41.00,Good,0.00,Good,50.00,Good
India,Payyannur,68.00,Moderate,0.00,Good,24.00,Good,0.00,Good,68.00,Moderate
United States of America,Pelham,46.00,Good,1.00,Good,46.00,Good,2.00,Good,31.00,Good
Greece,Perama,67.00,Moderate,1.00,Good,44.00,Good,2.00,Good,67.00,Moderate
Mexico,Perote,77.00,Moderate,3.00,Good,7.00,Good,8.00,Good,77.00,Moderate
Serbia,Petrovaradin,63.00,Moderate,1.00,Good,33.00,Good,1.00,Good,63.00,Moderate
Thailand,Phanom Thuan,42.00,Good,0.00,Good,19.00,Good,0.00,Good,42.00,Good
Thailand,Phatthalung,59.00,Moderate,1.00,Good,27.00,Good,0.00,Good,59.00,Moderate
Thailand,Phetchaburi,35.00,Good,0.00,Good,17.00,Good,0.00,Good,35.00,Good
India,Phillaur,444.00,Hazardous,2.00,Good,111.00,Unhealthy for Sensitive Groups,1.00,Good,391.00,Hazardous
Egypt,Rosetta,60.00,Moderate,2.00,Good,60.00,Moderate,3.00,Good,55.00,Moderate
Italy,Rossano,48.00,Good,1.00,Good,48.00,Good,0.00,Good,12.00,Good
Russian Federation,Rostov,32.00,Good,1.00,Good,32.00,Good,0.00,Good,26.00,Good
United Kingdom of Great Britain and Northern Ireland,Royton,56.00,Moderate,0.00,Good,32.00,Good,1.00,Good,56.00,Moderate
Germany,Rudolstadt,32.00,Good,1.00,Good,32.00,Good,1.00,Good,30.00,Good
Czechia,Rumburk,29.00,Good,0.00,Good,29.00,Good,2.00,Good,29.00,Good
Malawi,Rumphi,28.00,Good,0.00,Good,19.00,Good,0.00,Good,28.00,Good
Switzerland,Ruti,34.00,Good,1.00,Good,25.00,Good,2.00,Good,34.00,Good
Brazil,Ruy Barbosa,18.00,Good,0.00,Good,8.00,Good,0.00,Good,18.00,Good
Serbia,Sabac,68.00,Moderate,1.00,Good,32.00,Good,1.00,Good,68.00,Moderate
Cuba,Sagua La Grande,89.00,Moderate,1.00,Good,22.00,Good,1.00,Good,89.00,Moderate
India,Sahibganj,208.00,Very Unhealthy,3.00,Good,152.00,Unhealthy,1.00,Good,208.00,Very Unhealthy
United States of America,Saint Matthews,58.00,Moderate,2.00,Good,29.00,Good,12.00,Good,58.00,Moderate
United States of America,Saint Pete Beach,53.00,Moderate,1.00,Good,40.00,Good,6.00,Good,53.00,Moderate
Canada,Saint Thomas,35.00,Good,1.00,Good,35.00,Good,3.00,Good,34.00,Good
France,Saint Cyr Sur Loire,37.00,Good,1.00,Good,25.00,Good,2.00,Good,37.00,Good
Belgium,Saint Nicolas,35.00,Good,1.00,Good,32.00,Good,3.00,Good,35.00,Good
France,Saint Quentin,39.00,Good,1.00,Good,25.00,Good,2.00,Good,39.00,Good
Saudi Arabia,Sakakah,122.00,Unhealthy for Sensitive Groups,1.00,Good,49.00,Good,0.00,Good,122.00,Unhealthy for Sensitive Groups
Japan,Sakurai,40.00,Good,1.00,Good,40.00,Good,2.00,Good,34.00,Good
United Kingdom of Great Britain and Northern Ireland,Salford,58.00,Moderate,0.00,Good,32.00,Good,1.00,Good,58.00,Moderate
India,Salon,303.00,Hazardous,1.00,Good,48.00,Good,0.00,Good,260.00,Very Unhealthy
Brazil,Salvador,30.00,Good,0.00,Good,16.00,Good,1.00,Good,30.00,Good
India,Sambhar,193.00,Unhealthy,0.00,Good,38.00,Good,0.00,Good,193.00,Unhealthy
Turkey,Samsun,36.00,Good,1.00,Good,36.00,Good,0.00,Good,30.00,Good
Indonesia,Prabumulih,49.00,Good,1.00,Good,30.00,Good,0.00,Good,49.00,Good
Brazil,Presidente Prudente,32.00,Good,1.00,Good,14.00,Good,1.00,Good,32.00,Good
United States of America,Prichard,28.00,Good,1.00,Good,22.00,Good,4.00,Good,28.00,Good
Canada,Prince George,21.00,Good,1.00,Good,21.00,Good,1.00,Good,13.00,Good
Indonesia,Pringsewu,63.00,Moderate,2.00,Good,40.00,Good,0.00,Good,63.00,Moderate
Peru,Pucallpa,30.00,Good,1.00,Good,1.00,Good,0.00,Good,30.00,Good
Spain,Puertollano,32.00,Good,1.00,Good,30.00,Good,1.00,Good,32.00,Good
Mexico,Purepero,48.00,Good,1.00,Good,5.00,Good,4.00,Good,48.00,Good
Israel,Qiryat Gat,80.00,Moderate,1.00,Good,62.00,Moderate,4.00,Good,80.00,Moderate
Chile,Quillota,182.00,Unhealthy,14.00,Good,1.00,Good,23.00,Good,182.00,Unhealthy
India,Rafiganj,356.00,Hazardous,1.00,Good,60.00,Moderate,0.00,Good,284.00,Very Unhealthy
United States of America,Rahway,62.00,Moderate,1.00,Good,44.00,Good,5.00,Good,62.00,Moderate
Bangladesh,Rajshahi,191.00,Unhealthy,2.00,Good,133.00,Unhealthy for Sensitive Groups,2.00,Good,191.00,Unhealthy
India,Rajur,150.00,Unhealthy,1.00,Good,41.00,Good,0.00,Good,150.00,Unhealthy
Thailand,Phrai Bung,53.00,Moderate,0.00,Good,27.00,Good,0.00,Good,53.00,Moderate
India,Phulpur,226.00,Very Unhealthy,1.00,Good,48.00,Good,1.00,Good,226.00,Very Unhealthy
Brazil,Picos,16.00,Good,0.00,Good,12.00,Good,0.00,Good,16.00,Good
Finland,Pietarsaari,34.00,Good,1.00,Good,34.00,Good,1.00,Good,17.00,Good
Germany,Pirmasens,30.00,Good,1.00,Good,27.00,Good,2.00,Good,30.00,Good
United States of America,Plum,55.00,Moderate,2.00,Good,26.00,Good,12.00,Good,55.00,Moderate
Benin,Pobe,73.00,Moderate,1.00,Good,20.00,Good,1.00,Good,73.00,Moderate
Italy,Policoro,46.00,Good,1.00,Good,46.00,Good,0.00,Good,14.00,Good
Sierra Leone,Port Loko,48.00,Good,1.00,Good,16.00,Good,0.00,Good,48.00,Good
Haiti,Port De Paix,103.00,Unhealthy for Sensitive Groups,1.00,Good,25.00,Good,1.00,Good,103.00,Unhealthy for Sensitive Groups
Portugal,Porto Salvo,46.00,Good,0.00,Good,30.00,Good,2.00,Good,46.00,Good
United States of America,Poughkeepsie,43.00,Good,1.00,Good,43.00,Good,2.00,Good,39.00,Good
United States of America,Randallstown,52.00,Moderate,1.00,Good,44.00,Good,4.00,Good,52.00,Moderate
India,Rania,500.00,Hazardous,1.00,Good,40.00,Good,0.00,Good,464.00,Hazardous
Thailand,Ranong,36.00,Good,0.00,Good,16.00,Good,0.00,Good,36.00,Good
Germany,Rathenow,39.00,Good,0.00,Good,39.00,Good,0.00,Good,23.00,Good
Russian Federation,Reutov,58.00,Moderate,1.00,Good,25.00,Good,9.00,Good,58.00,Moderate
Brazil,Ribeira Do Pombal,24.00,Good,0.00,Good,7.00,Good,1.00,Good,24.00,Good
Brazil,Ribeirao Bonito,52.00,Moderate,1.00,Good,4.00,Good,3.00,Good,52.00,Moderate
United States of America,Richardson,56.00,Moderate,1.00,Good,21.00,Good,6.00,Good,56.00,Moderate
United States of America,Richmond,76.00,Moderate,2.00,Good,15.00,Good,17.00,Good,76.00,Moderate
Brazil,Rio Bonito,95.00,Moderate,3.00,Good,23.00,Good,8.00,Good,95.00,Moderate
Peru,Rioja,25.00,Good,1.00,Good,3.00,Good,0.00,Good,25.00,Good
France,Riom,40.00,Good,1.00,Good,30.00,Good,1.00,Good,40.00,Good
Lebanon,Riyaq,78.00,Moderate,1.00,Good,46.00,Good,1.00,Good,78.00,Moderate
Italy,Rocca Priora,47.00,Good,1.00,Good,47.00,Good,2.00,Good,27.00,Good
France,Rodez,42.00,Good,1.00,Good,31.00,Good,1.00,Good,42.00,Good
Brazil,Rolandia,39.00,Good,1.00,Good,14.00,Good,2.00,Good,39.00,Good
France,Romans Sur Isere,37.00,Good,1.00,Good,30.00,Good,1.00,Good,37.00,Good
Philippines,Romblon,50.00,Good,1.00,Good,23.00,Good,0.00,Good,50.00,Good
India,Dalmau,190.00,Unhealthy,2.00,Good,98.00,Moderate,1.00,Good,190.00,Unhealthy
United States of America,Daly City,62.00,Moderate,1.00,Good,18.00,Good,13.00,Good,62.00,Moderate
India,Damnagar,152.00,Unhealthy,0.00,Good,29.00,Good,0.00,Good,152.00,Unhealthy
Thailand,Dan Khun Thot,56.00,Moderate,1.00,Good,31.00,Good,0.00,Good,56.00,Moderate
China,Dancheng,145.00,Unhealthy for Sensitive Groups,2.00,Good,145.00,Unhealthy for Sensitive Groups,3.00,Good,82.00,Moderate
India,Dankaur,292.00,Very Unhealthy,3.00,Good,136.00,Unhealthy for Sensitive Groups,3.00,Good,292.00,Very Unhealthy
United Republic of Tanzania,Dareda,20.00,Good,0.00,Good,14.00,Good,0.00,Good,20.00,Good
India,Dattapur,153.00,Unhealthy,0.00,Good,29.00,Good,0.00,Good,153.00,Unhealthy
Brazil,Delmiro Gouveia,25.00,Good,0.00,Good,9.00,Good,1.00,Good,25.00,Good
Uruguay,Delta Del Tigre,38.00,Good,1.00,Good,19.00,Good,2.00,Good,38.00,Good
India,Delvada,158.00,Unhealthy,0.00,Good,25.00,Good,0.00,Good,158.00,Unhealthy
Russian Federation,Desnogorsk,34.00,Good,1.00,Good,34.00,Good,0.00,Good,10.00,Good
Turkey,Develi,46.00,Good,1.00,Good,29.00,Good,0.00,Good,46.00,Good
India,Dewa,173.00,Unhealthy,3.00,Good,159.00,Unhealthy,1.00,Good,173.00,Unhealthy
Turkey,Dinar,44.00,Good,1.00,Good,33.00,Good,0.00,Good,44.00,Good
Ukraine,Dniprorudne,39.00,Good,1.00,Good,39.00,Good,0.00,Good,12.00,Good
Benin,Dogbo,101.00,Unhealthy for Sensitive Groups,3.00,Good,18.00,Good,2.00,Good,101.00,Unhealthy for Sensitive Groups
Russian Federation,Donskoye,37.00,Good,1.00,Good,37.00,Good,0.00,Good,30.00,Good
United States of America,Dumas,60.00,Moderate,1.00,Good,22.00,Good,3.00,Good,60.00,Moderate
United Republic of Tanzania,Dunda,23.00,Good,0.00,Good,17.00,Good,0.00,Good,23.00,Good
United States of America,Dyersburg,93.00,Moderate,1.00,Good,24.00,Good,5.00,Good,93.00,Moderate
United States of America,Eatontown,28.00,Good,1.00,Good,28.00,Good,8.00,Good,25.00,Good
Mexico,Ebano,91.00,Moderate,2.00,Good,22.00,Good,3.00,Good,91.00,Moderate
United States of America,El Campo,39.00,Good,1.00,Good,22.00,Good,1.00,Good,39.00,Good
Mexico,El Pueblito,66.00,Moderate,1.00,Good,10.00,Good,5.00,Good,66.00,Moderate
Bolivia (Plurinational State of),El Torno,6.00,Good,0.00,Good,5.00,Good,0.00,Good,6.00,Good
United States of America,Ellicott City,44.00,Good,1.00,Good,27.00,Good,10.00,Good,44.00,Good
Pakistan,Eminabad,153.00,Unhealthy,3.00,Good,153.00,Unhealthy,1.00,Good,152.00,Unhealthy
Japan,Ena,42.00,Good,1.00,Good,42.00,Good,0.00,Good,12.00,Good
Italy,Giussano,62.00,Moderate,1.00,Good,32.00,Good,4.00,Good,62.00,Moderate
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35.00,Good,1.00,Good,22.00,Good,6.00,Good,35.00,Good
United Kingdom of Great Britain and Northern Ireland,Glossop,27.00,Good,1.00,Good,25.00,Good,3.00,Good,27.00,Good
Namibia,Gobabis,19.00,Good,0.00,Good,18.00,Good,0.00,Good,19.00,Good
India,Gobindapur,198.00,Unhealthy,3.00,Good,91.00,Moderate,3.00,Good,198.00,Unhealthy
India,Gobindpur,175.00,Unhealthy,1.00,Good,51.00,Moderate,1.00,Good,175.00,Unhealthy
Spain,Godella,33.00,Good,1.00,Good,33.00,Good,1.00,Good,28.00,Good
India,Gohad,194.00,Unhealthy,1.00,Good,46.00,Good,0.00,Good,194.00,Unhealthy
India,Gohana,500.00,Hazardous,1.00,Good,47.00,Good,1.00,Good,500.00,Hazardous
Brazil,Goiatuba,37.00,Good,1.00,Good,3.00,Good,3.00,Good,37.00,Good
Netherlands,Goirle,30.00,Good,0.00,Good,30.00,Good,2.00,Good,27.00,Good
United States of America,Golden Glades,61.00,Moderate,1.00,Good,10.00,Good,16.00,Good,61.00,Moderate
